,party,sentence,primary_topic
24956,D66,"Dit heeft een groot effect op het behalen van andere doelen, zoals toegang tot onderwijs voor kinderen en de bestrijding van armoede en honger.",Social Welfare
24957,D66,"• We pleiten voor blijvende inzet op seksuele en reproductieve gezondheid en rechten, vanwege het recht op zelfbeschikking en voor de positie van vrouwen en meisjes.",Civil Rights
24958,D66,• Ook het tegengaan van discriminatie vanwege seksuele oriëntatie en genderidentiteit blijft prioriteit.,Civil Rights
24959,D66,"• Abortuszorg moet standaard worden aangeboden in nood- en conflictsituaties, met meer ondersteuning voor abortusklinieken voor niet-Nederlandse ingezetenen en maatschappelijke organisaties, en bescherming van mensenrechtenverdedigers.",Civil Rights
24960,D66,Eerlijk en groen Europees handelsbeleid Internationale handel is de drijvende kracht achter een goed draaiende wereldeconomie én achter de economie van Nederland: een derde van ons geld wordt namelijk in het buitenland verdiend.,European Integration
24961,D66,"Het helpt ons bij het afbouwen van strategische afhankelijkheden van landen als China en Rusland, het veiligstellen van voldoende grondstoffen voor de duurzaamheidstransitie en om dichter bij betrouwbare partners in bijvoorbeeld Afrika en Latijns-Amerika te komen.",Environment
24962,D66,Goede afspraken met handelspartners dragen bovendien bij aan het realiseren van duurzame en eerlijke internationale handel.,Foreign Trade
24963,D66,We houden hierbij oog voor onze eigen ondernemers en beschermen hen tegen oneerlijke concurrentie op de wereldmarkt.,Domestic Commerce
24964,D66,Onze inzet voor Europese handelsakkoorden D66 staat voor eerlijke en duurzame handel gebaseerd op duidelijke afspraken en regels over bijvoorbeeld mens en milieu.,Foreign Trade
24965,D66,Het sluiten van duurzame handelsakkoorden met landen en regio’s buiten de Europese Unie is nodig om deze handel in goede banen te leiden.,Foreign Trade
24966,D66,Daarnaast zijn deze duurzame handelsakkoorden van geopolitiek belang: aan de ene kant helpt het ons als Nederland en als Europese Unie minder afhankelijk te worden van onvrije landen als Rusland en China en aan de andere kant maakt het de Europese Unie een aantrekkelijk alternatief ten opzichte van die onvrije landen voor het mondiale zuiden.,Foreign Trade
24967,D66,"Hiermee geldt niet het recht van de sterkste, maar worden problemen opgelost naar eerlijkheid en redelijkheid.",Civil Rights
24968,D66,Wat D66 betreft is versterking en hervorming van de Wereldhandelsorganisatie (WHO) noodzakelijk om dit te bereiken.,International Affairs
24969,D66,"• Behalve het vastleggen van kwaliteits- en veiligheidseisen zijn het verbeteren van mensenrechten, arbeidsomstandigheden, de positie van vrouwen en het milieu leidend in de manier waarop wij met andere landen handeldrijven.",International Affairs
24970,D66,"We geloven in duidelijke handelsregels, afgesproken binnen internationale organisaties zoals de WHO en de Organisatie voor Economische Samenwerking en Ontwikkeling (OESO), om dit te bereiken.",Foreign Trade
24971,D66,• De Europese Unie sluit alleen handelsakkoorden met landen die het Klimaatakkoord van Parijs hebben ondertekend.,Environment
24972,D66,• Bij onderhandelingen voor handelsverdragen zorgen we voor representativiteit en transparantie.,Foreign Trade
24973,D66,Nederland houdt oog voor de eigen ondernemers om oneerlijke concurrentie te voorkomen.,Domestic Commerce
24974,D66,• D66 is vóór hervormingen van verouderde investeringsverdragen zoals ISDS/ICS mechanismen.,European Integration
24975,D66,Een Multilateraal Investeringshof werkt beter: een permanent en wereldwijd erkend hof waar conflicten tussen landen en bedrijven transparant en onafhankelijk worden opgelost.,European Integration
24976,D66,• D66 zet zich in voor uitbreiding van het handelsverdrag voor groene goederen (‘Environmental Goods Agreement’).,Foreign Trade
24977,D66,"De handel in producten voor duurzame ontwikkeling wordt hiermee bevorderd, bijvoorbeeld door invoerheffingen voor deze producten af te schaffen.",Agriculture
24978,D66,"• Handelsregels worden ingezet om ongewenste en illegale handel, zoals die in spionagetechnologie, geroofde kunstschatten en conflictmineralen, tegen te gaan.",Law and Crime
24979,D66,• Nederland zet zich in Europees verband in voor het sluiten van een handelsakkoord met de Verenigde Staten.,Foreign Trade
24980,D66,Daarnaast is D66 voorstander van verbeterde handelsrelaties met Afrikaanse en Latijns-Amerikaanse landen.,Foreign Trade
24981,D66,"Lang is van hen gevraagd zich vrijwillig in te zetten om internationaal maatschappelijk verantwoord te ondernemen, maar dit is niet voldoende gebleken.",International Affairs
24982,D66,"Daarom is het zaak dat er zo snel mogelijk wetgeving komt die deze verantwoordelijkheid regelt, gecombineerd met beleid dat bedrijven helpt aan deze verantwoordelijkheid te voldoen.",Domestic Commerce
24983,D66,• Op Europees niveau loopt er nu een wetgevend traject.,European Integration
24984,D66,"Nederland zal aan blijven dringen op een ambitieuze aanpak, volledig in lijn met de OESO Richtlijnen.",Government Operations
24985,D66,” Samen met het bedrijfsleven en betrokken maatschappelijke partijen willen wij zorgen dat de ambities uit deze wet realistisch kunnen worden uitgevoerd.,Government Operations
24986,D66,"• Ondernemers, met name in het midden- en kleinbedrijf, worden ondersteund bij het uitvoeren van IMVO-wetgeving, onder andere door uitbreiding van het IMVO-steunpunt.",Domestic Commerce
24987,D66,• D66 wil grondige controle op de export van goederen die ook voor militaire doeleinden gebruikt kunnen worden (dual use goods).,Foreign Trade
24988,D66,Hierbij leggen we de focus op het midden- en kleinbedrijf en duurzame ondernemers.,Domestic Commerce
24989,D66,Handelsmissies worden gemoderniseerd om beter aan te sluiten bij de inspanningen op het gebied van klimaatverandering en de duurzaamheidstransitie.,Environment
24990,D66,"Hiervoor worden handelsmissies ingezet, ook in landen waar de markt minder toegankelijk is.",Foreign Trade
24991,D66,"• Totdat IMVO-wetgeving in werking is getreden, dienen bedrijven bij deelname aan een handelsmissie aan te tonen dat zij de OESO-richtlijnen voor IMVO hebben omarmd en hier ook naar handelen.",Foreign Trade
24992,D66,"• Handelsinstrumenten vanuit de overheid, zoals exportkredietverzekeringen, stoppen per direct met alle fossiele steun en bevorderen een rechtvaardige energietransitie waarin mens en milieu centraal staan.",Energy
24993,D66,Naar een veilig migratiebeleid dat werkt Migratie is van alle tijden.,Immigration
24994,D66,"Mensen komen in beweging voor liefde, werk of moeten vluchten.",Civil Rights
24995,D66,Het is echter kraakhelder dat het huidige migratiebeleid veel beter kan.,Immigration
24996,D66,Voorop staat dat wij ons te allen tijde aan het Vluchtelingenverdrag van de Verenigde Naties houden bij de opvang van mensen die op de vlucht zijn voor oorlog en geweld.,International Affairs
24997,D66,Maar we zien ook dat het draagvlak voor de opvang van asielzoekers onder druk staat.,Immigration
24998,D66,Ook is de kwaliteit van de asielopvang onder de maat.,Immigration
24999,D66,"Er is overlast rondom asielzoekerscentra, er zijn misstanden bij arbeidsmigratie met laagbetaald werk en kwetsbare vluchtelingen worden te langzaam en slecht geholpen.",Immigration
25000,D66,D66 kiest daarom voor een ander migratiebeleid.,Immigration
25001,D66,Een migratiebeleid dat wel werkt.,Immigration
25002,D66,"We zorgen voor een snelle en zorgvuldige asielprocedure, in het belang van kansrijke aanvragen.",Immigration
25003,D66,We zijn strenger voor asielzoekers die geen kans hebben om hier te blijven.,Immigration
25004,D66,We kiezen voor hoogwaardige arbeidsmigratie en pakken misstanden aan.,Labor
25005,D66,"Zo pakken we bestaande problemen aan, helpen we mensen op de vlucht voor oorlog en geweld en creëren we draagvlak.",Defense
25006,D66,Bescherming voor kwetsbaren op de vlucht Wereldwijd zijn helaas meer dan 100 miljoen mensen op de vlucht.,Civil Rights
25007,D66,De meeste opvang van vluchtelingen gebeurt in de regio.,Immigration
25008,D66,Slechts een klein deel van de vluchtelingen komt uiteindelijk naar Europa en naar Nederland.,Immigration
25009,D66,"Nederland kiest voor veilige migratie • Landen die opvang in de regio bieden, helpen we met geld voor onderdak, voedsel, medische en psychische zorg en onderwijs.",Immigration
25010,D66,Daar waar mogelijk zet D66 in op het aanpakken van de grondoorzaken van migratie.,Immigration
25011,D66,"• Om onmenselijke taferelen op de Middellandse Zee te stoppen, gaan we mensen op de vlucht voor oorlog en geweld hervestigen.",International Affairs
25012,D66,"Bij hervestiging worden kwetsbare vluchtelingen, zorgvuldig geïdentificeerd door UNHCR, uitgenodigd zich te vestigen in bijvoorbeeld Nederland of een ander (EU-)land.",Immigration
25013,D66,D66 wil dat het nationale quotum van het Bureau van de Hoge Commissaris van de Verenigde Naties voor de Vluchtelingen (UNHCR) omhooggaat van 500 naar 5000 mensen per jaar.,International Affairs
25014,D66,We onderzoeken nadrukkelijk de mogelijkheden om in de toekomst alle migratie te laten lopen via hervestiging.,Immigration
25015,D66,Nederland zet zich binnen de Europese Unie in voor een verplicht quotum in alle lidstaten.,European Integration
25016,D66,• We zetten ons er daarnaast internationaal voor in dat het mandaat voor hervestiging ook van toepassing is op Palestijnse vluchtelingen die onder de bescherming van UNRWA vallen.,International Affairs
25017,D66,"• We bieden ruimte aan pilots om verschillende varianten van private hervestiging te verkennen, waarbij mensen of particuliere organisaties vluchtelingen voordragen voor vestiging in Nederland.",Immigration
25018,D66,Nederland kiest voor een Europees migratiepact De kern van het migratiebeleid ligt in Europa.,Immigration
25019,D66,Maar er is een gebrek aan verantwoordelijkheid onder Europese lidstaten en er ontbreekt een coherent Europees asiel- en migratiebeleid.,Immigration
25020,D66,De verschillen zijn groot en de lasten worden oneerlijk verdeeld.,Macroeconomics
25021,D66,D66 pleit voor betere handhaving van regels en voor een rechtvaardig en coherent systeem van asiel en de verdeling van asielzoekers.,Immigration
25022,D66,• We handhaven bestaande EU-wetgeving over standaarden in alle lidstaten voor opvang en procedures.,European Integration
25023,D66,"Er mag geen sprake meer zijn van pushbacks – zeker niet door Frontex –, mishandeling of illegale detentie van mensen.",Law and Crime
25024,D66,"Ook harmoniseren we ons beleid met dat van andere EU-landen, zodat vluchtelingen in alle Europese landen een gelijke kans hebben om een verblijfsvergunning te krijgen.",Immigration
25025,D66,• D66 wil een eerlijke verdeling voor de opvang van vluchtelingen over alle EU-lidstaten.,Immigration
25026,D66,"Bovendien is de mogelijkheid tot afkopen door lidstaten ongewenst: als solidariteit kan worden afgekocht, wordt er alsnog geen eerlijke verdeling van asielzoekers bereikt.",Immigration
25027,D66,"Kansarme asielzoekers worden in grenslanden gehouden, mits de opvang op orde is.",Immigration
25028,D66,• D66 blijft zich inzetten om vluchtelingen via een veilige route naar Europa te laten komen en te herverdelen over de verschillende EU-landen.,Immigration
25029,D66,Daarom zetten we ons op Europees niveau in voor humanitaire visa.,International Affairs
25030,D66,"Bij de herverdeling moet rekening worden gehouden met objectieve criteria zoals het bruto nationaal product, de bevolkingsdichtheid en de werkgelegenheid.",Macroeconomics
25031,D66,"Ook subjectieve criteria zoals de integratiekansen en voorkeuren van een vluchteling, de aanwezigheid van familie en taalbanden met het land, nemen we mee.",Immigration
25032,D66,"• EU-landen die geen asielzoekers willen opvangen, kunnen gekort worden op fondsen en subsidies.",Immigration
25033,D66,• We leggen de lat hoog bij afspraken met derde landen.,Foreign Trade
25034,D66,Nederland maakt alleen afspraken met derde landen over migratie die het VN-Vluchtelingenverdrag hebben ondertekend.,Immigration
25035,D66,"Er moeten serieuze waarborgen voor mensenrechten zijn, waaronder externe monitoring door maatschappelijke organisaties.",International Affairs
25036,D66,"De zogenaamde Tunesië-deal voldoet hier niet aan, want de staat van de Tunesische rechtsstaat is zeer betreurenswaardig.",International Affairs
25037,D66,Bovendien is de deal op ondemocratische wijze en zonder juridische basis tot stand gekomen.,Government Operations
25038,D66,"• Om nieuwe humanitaire rampen op de Middellandse Zee te voorkomen, gaat de Europese Unie proactief zoek- en reddingsoperaties uitvoeren.",International Affairs
25039,D66,"Hier horen ook afspraken bij over de ontscheping, om te voorkomen dat een schip lange tijd op hulp moet wachten.",Transportation
25040,D66,• Nederland zet zich in Brussel in om de criminalisering van hulpverleners tegen te gaan.,Law and Crime
25041,D66,Er moet een strafuitsluitingsgrond worden toegevoegd in de Nederlandse wetgeving voor humanitaire hulp met betrekking tot mensensmokkel.,International Affairs
25042,D66,Een snelle en zorgvuldige asielprocedure In Nederland hebben we de asielketen verwaarloosd.,Immigration
25043,D66,Daarom hebben we nu capaciteitsproblemen in de opvang en verlopen procedures te traag.,Immigration
25044,D66,Vluchtelingen hebben recht op een menswaardige opvang en moeten zo snel als mogelijk meedoen in onze maatschappij.,Immigration
25045,D66,De opvang van bijna 100.000 Oekraïners door gemeenten en particulieren hebben we anders aangepakt dan die van reguliere asielzoekers.,Immigration
25046,D66,"Zij konden direct aan het werk, er was lokale betrokkenheid bij de opvang en in Europees verband werden oplossing gezocht.",Immigration
25047,D66,En dus moeten we daarvan leren.,Education
25048,D66,D66 wil daarom dat nieuwkomers sneller toegang krijgen tot scholing en werk.,Education
25049,D66,• In de asielopvang krijg je vanaf dag één les in de Nederlandse taal.,Immigration
25050,D66,Oók als je asielprocedure nog loopt.,Immigration
25051,D66,• Werken wordt voor asielzoekers makkelijker en we schaffen de 24-weken-eis af.,Immigration
25052,D66,Werken moet mogelijk zijn na één maand in plaats van pas na zes maanden.,Labor
25053,D66,"D66 laat mensen liever meedraaien in de samenleving, dan verpieteren in een azc.",Civil Rights
25054,D66,"• We schaffen, net als bij Oekraïners, de tewerkstellingsvergunning af.",Labor
25055,D66,• We onderzoeken de mogelijkheid om een hoger deel van het salaris te behouden: werk mag lonen.,Labor
25056,D66,Daarmee wordt er minder een beroep gedaan op collectieve voorzieningen en kan een bestaan worden opgebouwd.,Social Welfare
25057,D66,• Nieuwkomers krijgen een permanente verblijfsvergunning na drie jaar in plaats van vijf.,Immigration
25058,D66,• We verruimen de studiemogelijkheden tijdens de procedure (tegen wettelijk tarief) voor asielzoekers en Oekraïense ontheemden.,Immigration
25059,D66,• We willen zo snel mogelijk af van crisisnoodopvang en noodopvang alleen gebruiken in uitzonderlijke situaties.,Social Welfare
25060,D66,"We investeren in langdurige opvanglocaties van goede kwaliteit, met oog voor specifieke groepen zoals kinderen.",Social Welfare
25061,D66,• De opvanglocaties van de toekomst hebben open deuren: we zorgen voor locaties waar menselijker makkelijker in contact komen met elkaar.,Social Welfare
25062,D66,"Asielzoekers krijgen bovendien een grotere verantwoordelijkheid op de locatie waar ze wonen, bijvoorbeeld via medezeggenschap.",Social Welfare
25063,D66,"Zo zorgen we voor plekken die ten goede komen aan de buurt, voor meer draagvlak én dat nieuwkomers eenvoudiger meedoen - vanaf de allereerste dag.",Immigration
25064,D66,"• Op opvanglocaties is oog voor de specifieke uitdagingen en behoeften van vrouwelijke asielzoekers, zoals ondersteuning bij het omgaan met gendergerelateerd geweld of de zorg voor kinderen.",Immigration
25065,D66,Ook is er standaard psychosociale hulp en ondersteuning vanaf dag één.,Social Welfare
25066,D66,In Nederland is er een snelle procedure en opvang van hoge kwaliteit in lokale context In Nederland moeten we zorgen voor meer stabiliteit in de opvangvoorzieningen.,Immigration
25067,D66,"We zetten zo veel mogelijk in op permanente (of op z’n minst zeer langdurige) locaties, meer kleinschalige opvang, mogelijkheden voor gemeenten om Nieuwe energie voor Nederland.236 | Verkiezingsprogramma D66 2023 – 2027 De digitale versie lees je op d66.nl/verkiezingsprogramma zelf de opvang te organiseren, en opvanglocaties met open deuren naar de omwonenden.",Immigration
25068,D66,"• We zetten in op snellere en eenvoudigere procedures, bijvoorbeeld door de mensen die vrijwel zeker een verblijfsvergunning krijgen alleen ‘licht’ te toetsen en door minder in hoger beroep te gaan.",Immigration
25069,D66,Op die manier wordt uitvoering gegeven aan het advies ‘flexibilisering Asielketen.’ • We zetten in op snelle uitstroom van statushouders naar gemeenten.,Labor
25070,D66,Bij de verdeling van statushouders over Nederland wordt ook gekeken waar iemand snel aan het werk kan en voor langere tijd kan blijven.,Immigration
25071,D66,"We ondersteunen gemeenten met investeringen in huisvesting voor statushouders en andere mensen die urgent een woning nodig hebben, waarbij we ruimte scheppen voor lokaal maatwerk.",Housing
25072,D66,"We realiseren een landelijk dekkend netwerk aan doorstroomlocaties waar statushouders kunnen verblijven, in afwachting van een woning in de buurt van de gemeente waar zij zullen worden gehuisvest, om het Centraal Orgaan opvang Asielzoekers (COA) te ontlasten.",Immigration
25073,D66,• Voor alle vluchtelingen geldt hetzelfde recht op gezinshereniging zoals vastgesteld in de Europese gezinsherenigingsrichtlijn.,Immigration
25074,D66,"• Instanties zoals de Immigratie en Naturalisatiedienst (IND), het COA en de Dienst Terugkeer & Vertrek (DT&V) moeten voldoende mensen, middelen en expertise krijgen om de procedures te versnellen.",Immigration
25075,D66,Ketenpartners moeten kunnen rekenen op stabiele financiering met realistische basiscapaciteit om op- en afschalen te voorkomen.,Domestic Commerce
25076,D66,• Staatlozen verdienen meer bescherming.,Social Welfare
25077,D66,Het wetsvoorstel om staatloosheid te laten vaststellen door de rechter is aangenomen.,Government Operations
25078,D66,In de uitvoering moet de buitenschuldprocedure genoeg toegankelijk worden voor staatlozen.,Civil Rights
25079,D66,"D66 heeft voor hen een verlengd recht op opvang (tot 21 jaar) geregeld, dat in de praktijk moet worden gebracht.",Immigration
25080,D66,"Voor hen, en voor alle kinderen van nieuwkomers, zorgen we voor toegang tot een passende plek in het onderwijs.",Education
25081,D66,• Bij schrijnende gevallen beslist het hoofd van de IND.,Immigration
25082,D66,"• Gemeenten krijgen ruimte om opvang in te passen in de lokale context, bijvoorbeeld door meer mogelijkheden te creëren voor kleinschalige opvang.",Immigration
25083,D66,Ze krijgen meer verantwoordelijkheden en het budget dat zij nodig hebben.,Labor
25084,D66,De spreidingswet gaat helpen om opvang beter te verspreiden Nieuwe energie voor Nederland.237 | Verkiezingsprogramma D66 2023 – 2027 De digitale versie lees je op d66.nl/verkiezingsprogramma over het hele land: er is een evenredige bijdrage van gemeenten nodig om voor de lange termijn meer stabiliteit in de opvangketen te krijgen én om onmenselijke omstandigheden in de centra van Ter Apel en Budel te voorkomen.,Immigration
25085,D66,• Gemeenten die dit willen moeten de mogelijkheid krijgen zelf asielopvang te organiseren.,Immigration
25086,D66,"• We zorgen dat kwetsbare groepen, zoals lhbtiq+-personen, altijd veilig kunnen worden opgevangen.",Civil Rights
25087,D66,In Nederland geven we duidelijkheid aan Oekraïense ontheemden In Nederland zijn sinds februari 2022 bijna 100.000 Oekraïners geweldig opgevangen door gemeenten en particulieren.,International Affairs
25088,D66,Met Oekraïners werd vaak anders omgegaan dan met reguliere asielzoekers.,Immigration
25089,D66,"Ze konden sneller aan het werk, er was meer lokale betrokkenheid dankzij opvang van gemeenten en Oekraïense leerkrachten werden nauw betrokken bij onderwijs aan Oekraïense kinderen.",International Affairs
25090,D66,Ook werden er heel snel in Europees verband oplossingen werden gezocht.,European Integration
25091,D66,Het is overduidelijk dat deze aanpak goed werkt en dat ook andere mensen op de vlucht dit verdienen.,Immigration
25092,D66,"• Er moet snel duidelijkheid komen over de status van Oekraïense ontheemden, bij voorkeur in Europees verband.",International Affairs
25093,D66,Dan kunnen Oekraïners zelf ook investeren in hun toekomst.,Domestic Commerce
25094,D66,"Maar ook voor andere betrokkenen, zoals gemeenten, verhuurders en werkgevers, is het van belang om te weten waar ze aan toe zijn.",Labor
25095,D66,• Oekraïense ontheemden moeten meer mogelijkheden krijgen voor taalonderwijs en een ‘basisinburgering’ die aansluit bij de formele variant voor statushouders.,Immigration
25096,D66,"Strenger voor asielzoekers die geen kans hebben om hier te blijven Van alle migranten die naar Nederland komen, is slechts een klein gedeelte asielzoeker.",Immigration
25097,D66,Daarvan komt weer een klein percentage aan asielzoekers uit veilige landen.,Immigration
25098,D66,Zij hebben een zeer kleine kans om asiel te krijgen.,Immigration
25099,D66,Het is bekend dat een groot deel van de overlast in en rond een aantal asielzoekerscentra wordt veroorzaakt door deze mensen.,Law and Crime
25100,D66,"We zien dit in Ter Apel en Budel, waar met extra inzet van beveiligers en politieagenten geprobeerd wordt om diefstal, overlast en zelfs intimidatie door deze groep tegen te gaan.",Law and Crime
25101,D66,Dit alles zet het draagvlak voor de opvang van vluchtelingen ernstig onder druk.,Immigration
25102,D66,"• Asielzoekers die overlast veroorzaken, worden gestraft.",Law and Crime
25103,D66,"• We maken afspraken met landen van herkomst, het liefst op Europees niveau, zodat deze mensen zo snel mogelijk terugkeren.",Immigration
25104,D66,"Nieuwe energie voor Nederland.238 | Verkiezingsprogramma D66 2023 – 2027 De digitale versie lees je op d66.nl/verkiezingsprogramma • Asielaanvragen van mensen die al in een ander EU-land asiel hebben aangevraagd en zijn geweigerd, wijzen we zelf af.",Immigration
25105,D66,"De Dublin-procedure duurt veel te lang en is gebrekkig, waardoor deze mensen te lang in de opvangvoorziening blijven, onder andere door mazen in het systeem.",Immigration
25106,D66,"Hoewel het om een klein percentage gaat, kan dit middel wel effectief zijn en voor extra capaciteit in het opvangsysteem zorgen.",Health
25107,D66,Op deze locaties worden de asielaanvraag van overlast gevende kansarme asielzoekers versneld afgedaan.,Immigration
25108,D66,Enerzijds biedt dit voor de betrokkene direct inzicht in de kansen op een status en voorkomt men hiermee dat kansarme asielzoekers langer in de asielopvang verblijven dan noodzakelijk.,Immigration
25109,D66,"• De Landelijke Vreemdelingen Voorziening (eerder: Bed, Bad, Broodvoorziening) wordt voortgezet onder regie van de gemeenten en met voldoende Rijksfinanciering.",Government Operations
25110,D66,Zo lossen we complexe dossiers op van mensen die geen verblijfsvergunning hebben.,Immigration
25111,D66,"• D66 wil alternatieven voor Vreemdelingenbewaring, zoals een meldplicht of het ondertekenen van een garantstelling.",Law and Crime
25112,D66,Vreemdelingenbewaring moet het laatste middel zijn voor mensen die niet willen vertrekken.,Law and Crime
25113,D66,• We zijn tegen strafbaarstelling van illegaliteit.,Law and Crime
25114,D66,Dit lost geen enkel probleem op en helpt niet bij het vertrek van mensen die hier illegaal verblijven.,Law and Crime
25115,D66,"Voor hoogwaardige arbeidsmigratie, tegen misstanden Arbeidsmigratie kan essentieel zijn voor de grote opgaven van Nederland, maar kent tegelijkertijd veel misstanden.",Labor
25116,D66,Deze misstanden zien we vooral bij arbeidsmigranten met laagbetaald werk.,Labor
25117,D66,"Sectoren die intensief gebruik maken van laagbetaalde arbeidsmigranten, zoals de distributiesector of de (glas)tuinbouw, moeten voor deze arbeid een eerlijkere prijs betalen.",Labor
25118,D66,De negatieve effecten komen nu alleen terecht bij omwonenden en arbeidsmigranten zelf.,Immigration
25119,D66,Daarnaast zijn er ook mensen nodig in de zogeheten tekortsectoren.,Labor
25120,D66,Hier zijn arbeidsmigranten essentieel om onze brede welvaart op niveau te houden.,Immigration
25121,D66,Dankzij D66 komt er een speciale commissie die adviseert voor welke tekortberoepen en -sectoren arbeidsmigratie een oplossing kan bieden.,Labor
25122,D66,"Deze kaart is voor mensen van buiten de Europese Unie die hiernaartoe komen om te werken, veelal vakkrachten in tekortsectoren.",Labor
25123,D66,• Nederland blijft binnen de Europese Unie niet meer achter als het gaat om pilots waarbij arbeidsmigranten een tijdelijk visum krijgen.,Immigration
25124,D66,• We helpen arbeidsmigranten bij hun terugkeer met de re-integratie.,Immigration
25125,D66,Hier opgebouwde pensioen- en AOW-rechten worden uitbetaald in de vorm van een lumpsum in het land van herkomst.,Social Welfare
25126,D66,• Tijdelijke arbeidsmigratie van buiten de Europese Unie wordt gekoppeld aan afspraken met de landen waar migranten vandaan komen.,Immigration
25127,D66,"Deze brede afspraken gaan over het terugnemen van irreguliere migranten die geen recht hebben op asiel, maar ook over investeringen in onderwijs, economie, handel en mensenrechten.",Immigration
25128,D66,In Nederland pakken we misstanden gerelateerd aan arbeidsmigratie aan • De commissie-Roemer heeft aanbevelingen gedaan om mistanden bij arbeidsmigratie aan te pakken.,Labor
25129,D66,Daarom komt er een vergunningensysteem voor uitzendbureaus met publiekrechtelijke handhaving door de arbeidsinspectie.,Labor
25130,D66,• Er komt de mogelijkheid om in specifieke sectoren een uitzendverbod in te kunnen voeren.,Labor
25131,D66,D66 wil dat dit instrument kan worden ingezet indien er geen verbetering zichtbaar is en grote misstanden in specifieke sectoren blijven voortbestaan bij inzet van uitzendkrachten.,Labor
25132,D66,• Bedrijfseffectrapportages worden zowel voor arbeidsmigratie binnen als buiten de Europese Unie verplicht.,Labor
25133,D66,"Dit brengt de sociale effecten van nieuwe bedrijvigheid en de bijbehorende arbeidsmigratie in beeld, bijvoorbeeld op het gebied van woningvraag en sociale voorzieningen.",Housing
25134,D66,• Gemeenten en werkgevers hebben een gezamenlijke rol in het zorgen voor voldoende kwalitatieve huisvesting en faciliteiten voor arbeidsmigranten.,Immigration
25135,D66,"Goed wonen voor arbeidsmigranten vraagt om huurcontracten die niet gekoppeld zijn aan een arbeidsovereenkomst, zodat dakloosheid bij verlies van werk wordt voorkomen.",Labor
25136,D66,"Over het scheiden van huurcontact en arbeidsovereenkomst maken we dwingende, landelijke regelgeving.",Housing
25137,D66,• Werkgevers gaan bijdragen aan de mogelijkheid van het volgen van een basiscursus Nederlands voor arbeidsmigranten.,Labor
25138,D66,"• Werkgevers die zich niet aan de regels houden, mogen geen aanvragen voor werknemers van buiten de Europese Unie meer doen.",Labor
25139,D66,Maar de inflatie en de rente zijn hoog en de economische groei vertraagt.,Macroeconomics
25140,D66,Het vorige kabinet heeft bewust veel geld ingezet om de grote transities op stikstof en klimaat mogelijk te maken en te kunnen investeren in onderwijs en defensie.,Education
25141,D66,Daarmee voorkomen we het doorschuiven van deze problemen naar een volgende generatie.,Government Operations
25142,D66,"De uitgaven aan rente, klimaat en zorg lopen echter wel op, waardoor bij ongewijzigd beleid het overheidstekort boven de Europese grens van 3 procent uitkomt.",Macroeconomics
25143,D66,"De uitzonderingen op de begrotingsregels van het kabinet die zijn gemaakt om grote en onverwachte schokken het hoofd te kunnen bieden, kunnen niet de norm worden.",Government Operations
25144,D66,Er moet telkens opnieuw een afweging gemaakt worden tussen verschillende beleidskeuzes om te voorkomen dat de rekening bij toekomstige generaties wordt neergelegd.,Government Operations
25145,D66,"We willen structureel de lasten van mensen kunnen verlagen, blijven investeren in onderwijs, de arbeidsmarkt, hervorming van het toeslagenstelsel, wetenschap en cultuur.",Education
25146,D66,De klimaattransitie en uitbouw van onze infrastructuur zullen ook investeringen vergen.,Environment
25147,D66,"Om onze financiën houdbaar te houden, betekent dit dat de vervuiler zal moeten betalen, vermogenden en grote bedrijven meer dan nu hun steentje zullen moeten bijdragen en zorgkosten niet ongebreideld kunnen stijgen.",Macroeconomics
25148,D66,"• We houden oog voor de houdbaarheid van de overheidsfinanciën, zodat toekomstige generaties dezelfde of meer kansen krijgen als wij.",Macroeconomics
25149,D66,Daarom geven we geld uit aan voorstellen die de economie structureel versterken en de overheidsfinanciën op langere termijn verbeteren.,Macroeconomics
25150,D66,"• Wij vinden in de komende jaren een begrotingstekort acceptabel, als we daarmee investeren in de toekomst van Nederland.",Macroeconomics
25151,D66,Het niet doen van noodzakelijke uitgaven aan de energie- en klimaattransitie zou namelijk ook een ‘schuld’ doorschuiven naar volgende generaties.,Energy
25152,D66,"• Wij verlagen de belasting op werk en verhogen de belasting op vermogen, (over-)winsten, vervuiling en belastingconstructies.",Labor
25153,D66,"Dit versterkt de economie, maakt Nederland schoner en verkleint de ongelijkheid.",Other
25154,D66,We willen af van groei die geen kwaliteit van leven oplevert.,Environment
25155,D66,"Economische groei is geen echte groei als dat niet wordt vertaald in betere gezondheid, beter wonen of een schoner milieu.",Macroeconomics
25156,D66,Wij willen brede welvaart leidend laten zijn in het economisch beleid.,Macroeconomics
25157,D66,"• Een duurzame toekomst begint bij een duurzame begroting: we stappen over naar een klimaat- inclusief begrotingsraamwerk, cf advies van de Raad van State bij de Miljoenennota.",Environment
25158,D66,"• We streven naar brede welvaart, waarbij vooral het welzijn van mens en natuur een maatstaf is voor hoe goed het met ons gaat.",Other
25159,D66,"Cruciaal daarbij is gezondheid waarbij fysieke, mentale en sociale aspecten samenwerken.",Civil Rights
25160,D66,Er wordt een duidelijke link gelegd naar de mate waarin Nederland de duurzame ontwikkelingsdoelstellingen van de Verenigde Naties vervult.,International Affairs
25161,D66,"• Het bbp als economische indicator kan blijven bestaan, gezien de belangrijke functie voor ramingen en de overheidsbegroting.",Macroeconomics
